age,gender,mbti,styles
24,male,ENFJ,"아르누보, 빅토리아, 사이버펑크, 미니멀리즘, 코티지코어"
22,female,ESFP,"그런지, 미니멀리즘, 코티지코어, 아르데코, 아방가르드"
29,male,ENFP,"인더스트리얼, 젠더뉴트럴, 하이테크, 사이버펑크, 모노크롬, 미니멀리즘, 코티지코어, 서스테이너블, 보헤미안, 스포티, 아방가르드, 피트니스, 모더니즘, 아르데코, 복고풍"
25,male,ISFJ,"하이테크, 카운트리, 빈티지, 스포티, 복고풍, 젠더뉴트럴, 모노크롬, 모더니즘, 미니멀리즘"
22,female,ESTP,"젠더뉴트럴, 아르누보, 코티지코어, 모더니즘, 서스테이너블"
18,female,ESTP,"복고풍, 그런지, 고전주의, 펑크"
21,female,ISFP,"미니멀리즘, 서스테이너블, 코티지코어, 모더니즘, 고전주의"
18,female,ENTP,"빅토리아, 서스테이너블, 젠더뉴트럴, 고전주의, 복고풍, 인더스트리얼, 모더니즘"
26,female,INTP,"복고풍, 아방가르드, 키치, 사이버펑크, 보헤미안"
29,male,ENFP,"서스테이너블, 모더니즘, 피트니스, 복고풍, 아방가르드, 보헤미안, 하이테크, 인더스트리얼, 모노크롬, 사이버펑크, 미니멀리즘, 코티지코어, 스포티, 젠더뉴트럴, 아르데코"
52,female,ESFJ,"복고풍, 미니멀리즘, 고전주의, 젠더뉴트럴, 보헤미안"
18,male,ISTP,"모더니즘, 코티지코어, 카운트리, 보헤미안, 인더스트리얼, 아방가르드"
20,female,INTJ,"모노크롬, 빈티지, 젠더뉴트럴, 고전주의, 사이버펑크, 모더니즘, 아르누보"
22,male,ESTP,"스트리트웨어, 모더니즘, 하이테크, 고전주의, 모노크롬"
25,female,ESTJ,"코티지코어, 모더니즘, 서스테이너블, 카운트리, 빅토리아"
26,female,ISTJ,"하이테크, 미니멀리즘, 인더스트리얼, 그런지, 젠더뉴트럴, 서스테이너블, 아르누보, 모더니즘"
26,female,INTP,"복고풍, 키치, 코티지코어, 보헤미안, 카운트리, 고전주의, 아르누보, 빅토리아, 팝아트, 스트리트웨어, 에스닉"
26,female,ESFP,"모더니즘, 젠더뉴트럴, 서스테이너블, 미니멀리즘, 고전주의, 빅토리아, 아르데코, 복고풍"
24,female,ISFP,"고전주의, 서스테이너블, 빅토리아, 젠더뉴트럴, 복고풍, 모더니즘, 아르누보"
22,male,INTJ,"모더니즘, 아방가르드, 아르누보, 서스테이너블, 미니멀리즘"
24,male,ISFJ,"그런지, 미니멀리즘, 사이버펑크, 스트리트웨어, 모더니즘, 아르데코"
26,male,ESTP,"모노크롬, 하이테크, 모더니즘, 고전주의, 스트리트웨어"
28,female,ENFJ,"아르누보, 고전주의, 로맨틱, 빅토리아"
23,male,INFJ,"카운트리, 모더니즘, 아르데코, 모노크롬, 미니멀리즘"
26,female,ENFJ,"아르누보, 로맨틱, 고전주의, 빅토리아"
58,male,ISFJ,"모더니즘, 서스테이너블, 빅토리아, 빈티지, 보헤미안, 젠더뉴트럴, 코티지코어, 복고풍"
18,female,ESTP,"고전주의, 그런지, 복고풍, 펑크"
18,female,ISTJ,"코티지코어, 고전주의, 복고풍, 카운트리, 빅토리아"
21,male,ISFJ,"미니멀리즘, 사이버펑크, 아르데코, 그런지, 모더니즘, 스트리트웨어"
23,female,ISFJ,"모더니즘, 카운트리, 빅토리아, 서스테이너블, 젠더뉴트럴"
22,male,INFJ,"고전주의, 모더니즘, 노마드, 미니멀리즘"
22,female,ISFP,"코티지코어, 서스테이너블, 고전주의, 모더니즘, 미니멀리즘"
21,female,ESFJ,"고전주의, 모더니즘, 아르누보, 미니멀리즘, 서스테이너블, "
23,secret,INTP,"아르데코, 아르누보, 보헤미안, 인더스트리얼, 그런지, 모노크롬"
21,female,INFP,"코티지코어, 빅토리아, 모더니즘, 서스테이너블, 그런지, 사이버펑크"
23,female,ESTP,"아르누보, 모더니즘, 젠더뉴트럴, 서스테이너블, 코티지코어"
22,female,ISTP,"스포티, 인더스트리얼, 하이테크, 모노크롬, 미니멀리즘, 젠더뉴트럴"
22,female,ENFP,"고전주의, 모노크롬, 아르누보, 아르데코, 젠더뉴트럴, 미니멀리즘"
22,female,ISFP,"모더니즘, 서스테이너블, 하이테크, 코티지코어, 젠더뉴트럴"
24,male,ENFJ,"모더니즘, 코티지코어, 그런지, 스트리트웨어, 빅토리아, 사이버펑크, 인더스트리얼, 보헤미안"
21,female,ENTJ,"스포티, 젠더뉴트럴, 미니멀리즘, 고전주의, 모노크롬, 코티지코어, 노마드, 서스테이너블, 사이버펑크, 모더니즘, 빅토리아"
23,male,ENFP,"하이테크, 미니멀리즘, 모더니즘, 스트리트웨어, 젠더뉴트럴, 아르누보"
21,female,ISTJ,"빅토리아, 스포티, 모더니즘, 사이버펑크, 피트니스, 미니멀리즘, 서스테이너블, 모노크롬, 하이테크"
22,female,ISFP,"빅토리아, 사이버펑크, 고전주의, 모더니즘, 미니멀리즘"
21,female,ISTJ,"모더니즘, 사이버펑크, 카운트리, 미니멀리즘, 빅토리아"
20,female,ISTJ,"인더스트리얼, 모더니즘, 에스닉, 모노크롬, 젠더뉴트럴"
22,male,ISTP,"빅토리아, 복고풍, 모더니즘, 모노크롬, 서스테이너블, 사이버펑크"
22,female,INFJ,"그런지, 고전주의, 젠더뉴트럴, 아방가르드, 아르누보, 서스테이너블, 빅토리아, 인더스트리얼, 모노크롬, 모더니즘"
22,female,INFP,"아르누보, 카운트리, 젠더뉴트럴, 서스테이너블, 미니멀리즘, 빅토리아, 로맨틱, 코티지코어"
23,female,ISFP,"스트리트웨어, 고전주의, 미니멀리즘, 빅토리아, 카운트리, 코티지코어"
23,female,ISFJ,"젠더뉴트럴, 빅토리아, 카운트리, 모더니즘, 서스테이너블"
23,male,ENFP,"하이테크, 젠더뉴트럴, 모더니즘, 아르누보, 미니멀리즘, 스트리트웨어"
25,secret,INTP,", 그런지, 인더스트리얼, 아르누보, 보헤미안, 모노크롬, 아르데코"
20,female,ISFP,"스트리트웨어, 카운트리, 코티지코어, 미니멀리즘, 고전주의, 빅토리아"
22,male,ENFJ,"스트리트웨어, 코티지코어, 그런지, 사이버펑크, 보헤미안, 모더니즘, 빅토리아, 인더스트리얼"
26,female,ENTJ,"하이테크, 서스테이너블, 젠더뉴트럴, 로맨틱, 모더니즘, 카운트리, 고전주의, 미니멀리즘, 모노크롬, 코티지코어"
24,female,ESTJ,"모더니즘, 코티지코어, 빅토리아, 서스테이너블, 카운트리"
22,male,INFJ,"그런지, 아방가르드, 빈티지, 고전주의, 모노크롬"
22,female,ENFP,"고전주의, 젠더뉴트럴, 아르누보, 아르데코, 모노크롬, 미니멀리즘"
23,female,INTP,"미니멀리즘, 키치, 보헤미안, 젠더뉴트럴, 모더니즘, 모노크롬"
26,female,ESTJ,"서스테이너블, 카운트리, 모더니즘, 빅토리아, 코티지코어"
48,female,ISFJ,"젠더뉴트럴, 고전주의, 로맨틱, 복고풍, 코티지코어, 보헤미안, 카운트리, 인더스트리얼, 모더니즘, 빅토리아, 피트니스"
25,male,ENFJ,"인더스트리얼, 보헤미안, 빅토리아, 그런지, 코티지코어, 스트리트웨어, 모더니즘, 사이버펑크"
26,male,ESFP,"스트리트웨어, 사이버펑크, 스포티, 카운트리, 코티지코어"
24,female,ESFJ,", 아르누보, 고전주의, 모더니즘, 미니멀리즘, 서스테이너블"
21,female,ISFP,"모더니즘, 서스테이너블, 미니멀리즘, 고전주의, 코티지코어"
22,female,INTP,"젠더뉴트럴, 미니멀리즘, 모더니즘, 보헤미안, 키치, 모노크롬"
27,female,INTP,"복고풍, 사이버펑크, 고전주의, 모더니즘, 빅토리아"
23,male,ENFJ,"아르누보, 사이버펑크, 빅토리아, 코티지코어, 미니멀리즘"
23,male,INFJ,"모노크롬, 모더니즘, 미니멀리즘, 아르데코, 카운트리"
26,male,ENFP,"하이테크, 스트리트웨어, 아르누보, 모더니즘, 미니멀리즘, 젠더뉴트럴"
23,female,ESFP,"그런지, 코티지코어, 아방가르드, 아르데코, 미니멀리즘"
26,female,ENFJ,"고전주의, 아르누보, 로맨틱, 빅토리아"
25,female,INTP,"빅토리아, 모더니즘, 복고풍, 사이버펑크, 고전주의"
22,female,INFJ,"미니멀리즘, 모더니즘, 코티지코어, 빈티지, 모노크롬, 고전주의, 서스테이너블"
23,female,ISFJ,"빅토리아, 모더니즘, 젠더뉴트럴, 서스테이너블, 카운트리"
28,male,ENFP,"코티지코어, 아방가르드, 미니멀리즘, 사이버펑크, 하이테크, 인더스트리얼, 스포티, 서스테이너블, 모더니즘, 젠더뉴트럴, 피트니스, 복고풍, 모노크롬, 아르데코, 보헤미안"
25,female,ISTP,"하이테크, 젠더뉴트럴, 스포티, 인더스트리얼, 미니멀리즘, 모노크롬"
22,male,ENFJ,"코티지코어, 사이버펑크, 빅토리아, 미니멀리즘, 아르누보"
20,male,ISTP,"모더니즘, 빈티지, 복고풍, 스트리트웨어, 미니멀리즘"
24,female,INFJ,"미니멀리즘, 젠더뉴트럴, 카운트리, 아르누보, 빅토리아, 빈티지, 고전주의, 복고풍"
26,male,ISTP,"서스테이너블, 복고풍, 사이버펑크, 모노크롬, 빅토리아, 모더니즘"
27,female,INFP,"코티지코어, 아르누보, 카운트리, 보헤미안, 서스테이너블, 빅토리아"
21,male,ENTP,"모더니즘, 모노크롬, 고전주의, 보헤미안, 노마드, 미니멀리즘, 하이테크, 빈티지, 인더스트리얼"
23,female,INTP,"팝아트, 고전주의, 아르누보, 스트리트웨어, 키치, 카운트리, 코티지코어, 보헤미안, 빅토리아, 에스닉, 복고풍"
18,female,ESTP,"하이테크, 모더니즘, 복고풍, 고전주의, 모노크롬"
23,female,ISFJ,"미니멀리즘, 빅토리아, 젠더뉴트럴, 코티지코어, 서스테이너블, 카운트리"
26,male,ESTJ,"복고풍, 피트니스, 빈티지, 노마드, 하이테크, 코티지코어"
27,secret,INTP,"인더스트리얼, 모노크롬, 그런지, 보헤미안, 아르데코, 아르누보, "
23,female,INFJ,"코티지코어, 서스테이너블, 고전주의, 미니멀리즘, 빈티지, 모노크롬, 모더니즘"
23,female,ISTP,"젠더뉴트럴, 미니멀리즘, 모노크롬, 스포티, 하이테크, 인더스트리얼"
31,male,ENFP,"코티지코어, 고전주의, 빅토리아, 복고풍"
23,female,ESFP,"로맨틱, 키치, 젠더뉴트럴, 에스닉, 모더니즘, 빅토리아, 서스테이너블, 보헤미안"
52,female,ESFJ,"고전주의, 보헤미안, 복고풍, 미니멀리즘, 젠더뉴트럴"
50,female,ISFJ,"피트니스, 로맨틱, 젠더뉴트럴, 모더니즘, 코티지코어, 고전주의, 카운트리, 인더스트리얼, 빅토리아, 복고풍, 보헤미안"
19,male,ENTP,"모노크롬, 인더스트리얼, 하이테크, 노마드, 모더니즘, 보헤미안, 고전주의, 미니멀리즘, 빈티지"
24,female,ESFP,"젠더뉴트럴, 서스테이너블, 빅토리아, 보헤미안, 키치, 모더니즘, 에스닉, 로맨틱"
21,female,ISTJ,"에스닉, 인더스트리얼, 젠더뉴트럴, 모더니즘, 모노크롬"
23,female,ISFJ,"미니멀리즘, 카운트리, 빅토리아, 모더니즘, 보헤미안"
22,female,ISTP,"스포티, 모노크롬, 미니멀리즘, 인더스트리얼, 하이테크, 젠더뉴트럴"
23,female,ESTJ,"코티지코어, 모더니즘, 빅토리아, 카운트리, 서스테이너블"
20,female,ISFJ,"서스테이너블, 빅토리아, 모더니즘, 카운트리, 젠더뉴트럴"
24,female,INTP,"젠더뉴트럴, 미니멀리즘, 모노크롬, 모더니즘, 키치, 보헤미안"
23,secret,INTP,"그런지, 아르데코, 모노크롬, 인더스트리얼, 보헤미안, 아르누보"
21,female,INFP,"서스테이너블, 젠더뉴트럴, 아르누보, 로맨틱, 미니멀리즘, 빅토리아, 카운트리, 코티지코어"
24,female,ISFP,"사이버펑크, 모더니즘, 빅토리아, 고전주의, 미니멀리즘"
24,secret,ISTP,"모더니즘, 복고풍, 카운트리, 인더스트리얼, 아르누보, 서스테이너블, 젠더뉴트럴, 미니멀리즘, 코티지코어, 고전주의"
24,female,ENTJ,"코티지코어, 로맨틱, 서스테이너블, 빅토리아"
21,female,INFP,"젠더뉴트럴, 아르누보, 미니멀리즘, 서스테이너블, 빅토리아, 코티지코어, 로맨틱, 카운트리"
21,female,ISTJ,"빅토리아, 모더니즘, 미니멀리즘, 카운트리, 사이버펑크"
25,male,ESFP,"사이버펑크, 스트리트웨어, 카운트리, 스포티, 코티지코어"
26,female,ISFJ,"젠더뉴트럴, 빅토리아, 사이버펑크, 미니멀리즘, 로맨틱"
30,male,ESTJ,"모노크롬, 젠더뉴트럴, 스포티, 모더니즘, 하이테크, 아방가르드, 스트리트웨어, 미니멀리즘, 인더스트리얼"
18,female,ESTP,"복고풍, 그런지, 고전주의, 펑크"
18,female,ISTJ,"카운트리, 복고풍, 코티지코어, 고전주의, 빅토리아"
22,female,ISTP,"미니멀리즘, 고전주의, 인더스트리얼, 아방가르드, 아르누보, 빅토리아, 젠더뉴트럴, 에스닉, 모노크롬, 사이버펑크, 카운트리, 그런지, 서스테이너블, 코티지코어, 로맨틱, 빈티지, 모더니즘"
18,female,ISTP,"카운트리, 젠더뉴트럴, 미니멀리즘, 모더니즘, 스포티"
25,female,ISTJ,"미니멀리즘, 하이테크, 서스테이너블, 인더스트리얼, 젠더뉴트럴, 그런지, 모더니즘, 아르누보"
24,female,ISFJ,"고전주의, 모더니즘, 복고풍, 미니멀리즘, 젠더뉴트럴"
18,female,INTJ,"미니멀리즘, 복고풍, 모더니즘, 고전주의, 빅토리아, 모노크롬"
25,male,ISFJ,"모더니즘, 스포티, 복고풍, 빈티지, 미니멀리즘, 하이테크, 젠더뉴트럴, 카운트리, 모노크롬"
24,male,INFJ,"모더니즘, 미니멀리즘, 고전주의, 노마드"
21,female,ISTP,"빈티지, 그런지, 모노크롬, 미니멀리즘, 아르누보, 사이버펑크, 인더스트리얼, 빅토리아, 에스닉, 아방가르드, 젠더뉴트럴, 고전주의, 코티지코어, 카운트리, 로맨틱, 모더니즘, 서스테이너블"
26,female,ISFJ,"빅토리아, 로맨틱, 젠더뉴트럴, 미니멀리즘, 사이버펑크"
23,female,ISFP,"고전주의, 미니멀리즘, 카운트리, 코티지코어, 빅토리아, 스트리트웨어"
18,female,ISTP,"스포티, 카운트리, 미니멀리즘, 젠더뉴트럴, 모더니즘"
25,secret,ISTP,"카운트리, 젠더뉴트럴, 아르누보, 서스테이너블, 인더스트리얼, 복고풍, 고전주의, 코티지코어, 미니멀리즘, 모더니즘"
21,female,INFP,"빅토리아, 서스테이너블, 로맨틱, 코티지코어, 아르누보, 카운트리, 미니멀리즘, 젠더뉴트럴"
23,female,ISTJ,"그런지, 미니멀리즘, 서스테이너블, 모더니즘, 인더스트리얼, 아르누보, 하이테크, 젠더뉴트럴"
26,male,ENFJ,"아르누보, 젠더뉴트럴, 서스테이너블, 스포티, 카운트리"
25,female,ISTJ,"팝아트, 키치, 코티지코어, 모더니즘, 미니멀리즘"
25,female,ISFP,"젠더뉴트럴, 빅토리아, 모더니즘, 서스테이너블, 복고풍, 고전주의, 아르누보"
21,female,INTJ,"고전주의, 빈티지, 사이버펑크, 아르누보, 모더니즘, 모노크롬, 젠더뉴트럴"
25,female,INFP,"사이버펑크, 빈티지, 고전주의, 에스닉, 피트니스, 보헤미안, 복고풍, 미니멀리즘, 스포티, 모노크롬, 코티지코어, 모더니즘, 빅토리아, 스트리트웨어, 카운트리, 펑크"
26,female,ENFJ,"로맨틱, 고전주의, 빅토리아, 아르누보"
26,female,INTP,"보헤미안, 복고풍, 팝아트, 스트리트웨어, 고전주의, 카운트리, 키치, 빅토리아, 코티지코어, 에스닉, 아르누보"
25,male,ISFJ,"코티지코어, 서스테이너블, 빅토리아, 피트니스, 하이테크, 스포티, 사이버펑크"
24,female,ISFP,"미니멀리즘, 코티지코어, 모더니즘, 고전주의, 서스테이너블"
23,female,INTP,"보헤미안, 카운트리, 빅토리아, 코티지코어, 아르누보, 팝아트, 에스닉, 키치, 고전주의, 복고풍, 스트리트웨어"
24,female,ENTJ,"코티지코어, 빅토리아, 서스테이너블, 로맨틱"
24,male,INFJ,"아방가르드, 모노크롬, 그런지, 빈티지, 고전주의"
22,female,INFP,"젠더뉴트럴, 보헤미안, 카운트리, 아르누보, 복고풍, 서스테이너블"
18,female,ISTP,"코티지코어, 젠더뉴트럴, 모더니즘, 빅토리아, 서스테이너블"
20,female,INFJ,"빈티지, 서스테이너블, 모노크롬, 고전주의, 미니멀리즘, 코티지코어, 모더니즘"
21,female,ISTP,"젠더뉴트럴, 스포티, 인더스트리얼, 미니멀리즘, 모노크롬, 하이테크"
22,female,ENFP,"젠더뉴트럴, 서스테이너블, 아르누보, 미니멀리즘, 코티지코어"
25,female,INFP,"복고풍, 에스닉, 고전주의, 빈티지, 카운트리, 사이버펑크, 스트리트웨어, 모노크롬, 피트니스, 미니멀리즘, 스포티, 펑크, 빅토리아, 보헤미안, 코티지코어, 모더니즘"
25,female,ISTJ,"스포티, 빅토리아, 모노크롬, 사이버펑크, 하이테크, 미니멀리즘, 피트니스, 서스테이너블, 모더니즘"
30,male,ESTJ,"아방가르드, 하이테크, 모노크롬, 인더스트리얼, 미니멀리즘, 스트리트웨어, 모더니즘, 젠더뉴트럴, 스포티"
23,female,ESTP,"모더니즘, 하이테크, 보헤미안, 키치, 스트리트웨어, 사이버펑크, 빅토리아, 복고풍"
28,female,INFP,"아르누보, 빅토리아, 서스테이너블, 보헤미안, 카운트리, 코티지코어"
21,female,INFP,"로맨틱, 서스테이너블, 빅토리아, 코티지코어, 젠더뉴트럴, 미니멀리즘, 아르누보, 카운트리"
22,female,ESFP,"미니멀리즘, 아르데코, 아방가르드, 코티지코어, 그런지"
25,female,ISTJ,"모더니즘, 서스테이너블, 사이버펑크, 하이테크, 미니멀리즘, 빅토리아, 피트니스, 모노크롬, 스포티"
24,female,ISFJ,"빅토리아, 서스테이너블, 카운트리, 미니멀리즘, 젠더뉴트럴, 코티지코어"
26,male,ENFP,"젠더뉴트럴, 피트니스, 인더스트리얼, 스포티, 사이버펑크, 보헤미안, 복고풍, 아르데코, 아방가르드, 코티지코어, 미니멀리즘, 모더니즘, 서스테이너블, 모노크롬, 하이테크"
25,female,ESFP,"젠더뉴트럴, 모더니즘, 빅토리아, 에스닉, 서스테이너블, 키치, 보헤미안, 로맨틱"
18,female,ESTP,"하이테크, 고전주의, 복고풍, 모더니즘, 모노크롬"
23,female,ENFP,"젠더뉴트럴, 아르누보, 미니멀리즘, 모노크롬, 아르데코, 고전주의"
25,female,ISTJ,"미니멀리즘, 키치, 팝아트, 코티지코어, 모더니즘"
18,female,ENTP,"복고풍, 서스테이너블, 고전주의, 젠더뉴트럴, 모더니즘, 빅토리아, 인더스트리얼"
24,secret,ISTP,"복고풍, 인더스트리얼, 고전주의, 코티지코어, 모더니즘, 젠더뉴트럴, 카운트리, 서스테이너블, 아르누보, 미니멀리즘"
23,male,ENFJ,"그런지, 보헤미안, 코티지코어, 스트리트웨어, 사이버펑크, 빅토리아, 모더니즘, 인더스트리얼"
22,male,ISFJ,"복고풍, 젠더뉴트럴, 모노크롬, 카운트리, 미니멀리즘, 스포티, 빈티지, 하이테크, 모더니즘"
23,female,ISTJ,"키치, 팝아트, 모더니즘, 코티지코어, 미니멀리즘"
21,male,ISFJ,"모더니즘, 그런지, 사이버펑크, 미니멀리즘, 스트리트웨어, 아르데코"
23,male,ENFP,"하이테크, 아르누보, 젠더뉴트럴, 모더니즘, 스트리트웨어, 미니멀리즘"
22,female,ENFP,"복고풍, 빅토리아, 코티지코어, 로맨틱, 모더니즘"
25,male,ISFJ,"모더니즘, 그런지, 미니멀리즘, 아르데코, 스트리트웨어, 사이버펑크"
20,female,ISFJ,"카운트리, 모더니즘, 서스테이너블, 젠더뉴트럴, 빅토리아"
20,female,ISFJ,"카운트리, 서스테이너블, 빅토리아, 모더니즘, 젠더뉴트럴"
23,female,ISTP,"서스테이너블, 아르누보, 젠더뉴트럴, 사이버펑크, 고전주의, 코티지코어, 빅토리아, 에스닉, 인더스트리얼, 그런지, 모더니즘, 로맨틱, 빈티지, 미니멀리즘, 아방가르드, 모노크롬, 카운트리"
24,female,ESFJ,"서스테이너블, 아르누보, 미니멀리즘, 모더니즘, 고전주의, "
23,female,ISFP,"모더니즘, 미니멀리즘, 고전주의, 사이버펑크, 빅토리아"
22,male,ISTP,"서스테이너블, 모노크롬, 빅토리아, 사이버펑크, 복고풍, 모더니즘"
19,female,ESTP,"모노크롬, 모더니즘, 복고풍, 하이테크, 고전주의"
22,female,ENFP,"미니멀리즘, 고전주의, 아르누보, 아르데코, 젠더뉴트럴, 모노크롬"
24,female,ESFJ,"아르누보, 미니멀리즘, 모더니즘, 고전주의, 서스테이너블"
23,female,ENTJ,"고전주의, 빅토리아, 모노크롬, 서스테이너블, 노마드, 젠더뉴트럴, 코티지코어, 미니멀리즘, 사이버펑크, 모더니즘, 스포티"
23,female,INFP,"모노크롬, 고전주의, 카운트리, 모더니즘, 스트리트웨어, 미니멀리즘, 코티지코어, 사이버펑크, 빈티지, 펑크, 복고풍, 빅토리아, 스포티, 에스닉, 보헤미안, 피트니스"
26,female,ISTJ,"젠더뉴트럴, 하이테크, 아르누보, 인더스트리얼, 모더니즘, 서스테이너블, 그런지, 미니멀리즘"
26,female,ESFP,"미니멀리즘, 젠더뉴트럴, 복고풍, 아르데코, 모더니즘, 고전주의, 서스테이너블, 빅토리아"
26,female,ISTJ,"인더스트리얼, 아르누보, 하이테크, 서스테이너블, 미니멀리즘, 모더니즘, 젠더뉴트럴, 그런지"
18,female,ENTP,"인더스트리얼, 복고풍, 고전주의, 젠더뉴트럴, 서스테이너블, 빅토리아, 모더니즘"
22,male,ESTJ,"빈티지, 노마드, 피트니스, 하이테크, 복고풍, 코티지코어"
25,female,INTP,"코티지코어, 키치, 보헤미안, 고전주의, 카운트리, 에스닉, 복고풍, 스트리트웨어, 팝아트, 아르누보, 빅토리아"
47,female,ISFJ,"카운트리, 인더스트리얼, 고전주의, 피트니스, 모더니즘, 젠더뉴트럴, 복고풍, 빅토리아, 로맨틱, 코티지코어, 보헤미안"
21,male,ISFJ,"아르데코, 스트리트웨어, 그런지, 사이버펑크, 미니멀리즘, 모더니즘"
23,female,ISFJ,"모더니즘, 빅토리아, 미니멀리즘, 보헤미안, 카운트리"
24,secret,ISTP,"인더스트리얼, 젠더뉴트럴, 모더니즘, 코티지코어, 미니멀리즘, 고전주의, 서스테이너블, 아르누보, 복고풍, 카운트리"
22,secret,ISTP,"모더니즘, 복고풍, 서스테이너블, 미니멀리즘, 인더스트리얼, 아르누보, 코티지코어, 고전주의, 젠더뉴트럴, 카운트리"
25,male,ESFP,"코티지코어, 사이버펑크, 카운트리, 스포티, 스트리트웨어"
25,female,ESTJ,"코티지코어, 모더니즘, 빅토리아, 카운트리, 서스테이너블"
22,female,INTJ,"젠더뉴트럴, 빈티지, 아르누보, 고전주의, 사이버펑크, 모더니즘, 모노크롬"
30,male,ENFP,"코티지코어, 빅토리아, 복고풍, 고전주의"
18,female,ISTP,"스포티, 미니멀리즘, 젠더뉴트럴, 모더니즘, 카운트리"
22,male,ISTP,"보헤미안, 아방가르드, 인더스트리얼, 카운트리, 모더니즘, 코티지코어"
24,male,ISFJ,"미니멀리즘, 스트리트웨어, 아르데코, 사이버펑크, 모더니즘, 그런지"
19,female,INFJ,"서스테이너블, 코티지코어, 고전주의, 미니멀리즘, 빈티지, 모더니즘, 모노크롬"
23,female,INTP,"아방가르드, 키치, 사이버펑크, 보헤미안, 복고풍"
24,female,ISFJ,"빅토리아, 보헤미안, 미니멀리즘, 카운트리, 모더니즘"
18,female,ENTP,"서스테이너블, 고전주의, 모더니즘, 빅토리아, 복고풍, 인더스트리얼, 젠더뉴트럴"
25,female,ESFP,"키치, 보헤미안, 로맨틱, 젠더뉴트럴, 빅토리아, 에스닉, 서스테이너블, 모더니즘"
21,female,INFJ,"고전주의, 서스테이너블, 모더니즘, 코티지코어, 빈티지, 모노크롬, 미니멀리즘"
26,female,ISFJ,"젠더뉴트럴, 복고풍, 고전주의, 모더니즘, 미니멀리즘"
26,female,ENTJ,"코티지코어, 로맨틱, 서스테이너블, 빅토리아"
25,female,ESTP,"복고풍, 하이테크, 스트리트웨어, 모더니즘, 보헤미안, 빅토리아, 키치, 사이버펑크"
24,female,INTP,"키치, 보헤미안, 모노크롬, 미니멀리즘, 모더니즘, 젠더뉴트럴"
26,female,ESTJ,"서스테이너블, 코티지코어, 빅토리아, 모더니즘, 카운트리"
25,female,INTP,"보헤미안, 복고풍, 사이버펑크, 키치, 아방가르드"
23,female,ISFP,"고전주의, 모더니즘, 서스테이너블, 미니멀리즘, 코티지코어"
26,male,ESTJ,"빈티지, 복고풍, 노마드, 하이테크, 피트니스, 코티지코어"
26,female,ENTJ,"로맨틱, 서스테이너블, 빅토리아, 코티지코어"
23,female,ISTP,"젠더뉴트럴, 빅토리아, 코티지코어, 빈티지, 고전주의, 미니멀리즘"
21,female,ISFP,"미니멀리즘, 빅토리아, 코티지코어, 카운트리, 스트리트웨어, 고전주의"
23,female,ISTJ,"팝아트, 키치, 모더니즘, 미니멀리즘, 코티지코어"
21,female,INTP,"하이테크, 젠더뉴트럴, 아방가르드, 복고풍, 보헤미안, 아르데코, 로맨틱, 빅토리아, 모더니즘, 고전주의, 아르누보"
21,female,ISTJ,"빅토리아, 하이테크, 사이버펑크, 스포티, 피트니스, 모더니즘, 서스테이너블, 모노크롬, 미니멀리즘"
21,female,INTJ,"아르누보, 모노크롬, 모더니즘, 빈티지, 젠더뉴트럴, 고전주의, 사이버펑크"
24,female,INTP,"보헤미안, 스트리트웨어, 빅토리아, 복고풍, 키치, 에스닉, 아르누보, 팝아트, 고전주의, 코티지코어, 카운트리"
22,male,ENFP,"모더니즘, 스트리트웨어, 미니멀리즘, 젠더뉴트럴, 하이테크, 아르누보"
24,female,INFJ,"고전주의, 빅토리아, 복고풍, 카운트리, 아르누보, 빈티지, 미니멀리즘, 젠더뉴트럴"
21,male,INFJ,"고전주의, 노마드, 모더니즘, 미니멀리즘"
26,female,ISFP,"젠더뉴트럴, 빅토리아, 복고풍, 서스테이너블, 고전주의, 아르누보, 모더니즘"
22,female,ENFP,"아르누보, 젠더뉴트럴, 모노크롬, 미니멀리즘, 고전주의, 아르데코"
26,female,ISFP,"젠더뉴트럴, 코티지코어, 하이테크, 서스테이너블, 모더니즘"
18,female,ENTP,"모더니즘, 고전주의, 서스테이너블, 인더스트리얼, 젠더뉴트럴, 복고풍, 빅토리아"
22,female,ISFP,"미니멀리즘, 빅토리아, 카운트리, 코티지코어, 스트리트웨어, 고전주의"
22,female,ENTJ,"하이테크, 젠더뉴트럴, 고전주의, 코티지코어, 모더니즘, 미니멀리즘, 카운트리, 모노크롬, 서스테이너블, 로맨틱"
26,female,ESFP,"젠더뉴트럴, 아르데코, 빅토리아, 고전주의, 복고풍, 모더니즘, 미니멀리즘, 서스테이너블"
21,female,ESFP,"서스테이너블, 로맨틱, 모더니즘, 키치, 빅토리아, 에스닉, 보헤미안, 젠더뉴트럴"
23,female,ESFP,"빅토리아, 로맨틱, 모더니즘, 서스테이너블, 보헤미안, 젠더뉴트럴, 에스닉, 키치"
25,female,ESFJ,"미니멀리즘, 아르누보, 모더니즘, 서스테이너블, 고전주의, "
25,male,ISFJ,"코티지코어, 사이버펑크, 빅토리아, 서스테이너블, 스포티, 하이테크, 피트니스"
23,female,ISTJ,"빅토리아, 젠터 뉴트럴, 카운트리, 미니멀리즘, 모더니즘"
27,female,ENFJ,"로맨틱, 빅토리아, 고전주의, 아르누보"
